cascade_id,maj_label,hate_dummy,cascade_size,cascade_lifetime,cascade_structural_virality,followers_count,following_count,verified_dummy,root_account_age,tweet_count_byage,media_dummy,mention_dummy,hashtag_dummy,tweet_length,tweet_uncleaned_length,WC,i,you,shehe,we,they,pronoun,ppron,ipron,i_count,you_count,shehe_count,we_count,they_count,pronoun_count,ppron_count,ipron_count,second_person_dummy,directed_dummy,sentiment
488,hateful,1,1,0,0.0,3564,3482,0,4049.892824074074,24.84,0,1,1,47,67,11,27.27,0.0,0.0,0.0,0.0,27.27,27.27,0.0,3,0,0,0,0,3,3,0,0,0,-0.557
489,hateful,1,1,0,0.0,330,263,0,2482.006770833333,27.57,0,0,0,139,139,33,0.0,0.0,0.0,0.0,3.03,9.09,3.03,6.06,0,0,0,0,1,3,1,2,0,0,-0.452
490,hateful,1,1216,1581,10.0,1093443,88941,1,5214.014675925926,59.01,0,0,1,34,45,8,0.0,12.5,0.0,0.0,0.0,25.0,12.5,12.5,0,1,0,0,0,2,1,1,1,0,-0.511
491,hateful,1,1,0,0.0,1119,4767,0,4020.606481481481,16.58,1,0,0,117,117,26,0.0,11.54,0.0,0.0,0.0,15.38,11.54,3.85,0,3,0,0,0,4,3,1,1,0,0.49
492,hateful,1,1,0,0.0,220,198,0,4030.8445138888887,2.18,0,0,0,139,138,31,0.0,0.0,0.0,0.0,3.23,9.68,3.23,6.45,0,0,0,0,1,3,1,2,0,0,-0.881
493,hateful,1,47,47,2.08,210720,194862,0,2114.397534722222,17.06,0,0,0,136,136,25,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0,0,0,0,0,1,0,1,0,0,-0.869
494,hateful,1,1,0,0.0,4556,3420,0,4827.121319444444,4.87,1,1,0,74,92,19,0.0,0.0,0.0,0.0,0.0,10.53,0.0,10.53,0,0,0,0,0,2,0,2,0,0,0.116
495,hateful,1,257,2997,2.79,23033,5459,0,2599.4319675925926,1.96,1,0,0,138,138,31,3.23,6.45,6.45,0.0,0.0,16.13,16.13,0.0,1,2,2,0,0,5,5,0,1,0,-0.846
496,hateful,1,1,0,0.0,956,701,0,4678.35224537037,6.43,1,0,0,32,32,7,0.0,14.29,0.0,0.0,0.0,14.29,14.29,0.0,0,1,0,0,0,1,1,0,1,0,-0.511
497,normal,0,1,0,0.0,65,64,0,4439.851932870371,0.03,0,0,0,137,137,27,7.41,0.0,0.0,0.0,0.0,7.41,7.41,0.0,2,0,0,0,0,2,2,0,0,0,0.802
498,normal,0,1,0,0.0,1846,2335,0,5282.055532407408,14.7,0,0,1,109,120,25,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0,0,0,0,0,1,0,1,0,0,0.0
499,normal,0,2,10,1.0,501,0,0,2313.887361111111,3.85,1,0,0,101,101,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
500,normal,0,1,0,0.0,3289,340,0,2915.9304166666666,16.35,0,0,0,112,112,22,13.64,0.0,0.0,0.0,0.0,18.18,13.64,4.55,3,0,0,0,0,4,3,1,0,0,-0.414
501,normal,0,1,0,0.0,4362,777,0,2471.512708333333,14.58,1,0,1,138,138,31,12.9,0.0,0.0,0.0,0.0,22.58,12.9,9.68,4,0,0,0,0,7,4,3,0,0,0.645
502,normal,0,7,19,2.19,849,330,0,4157.960810185185,1.04,1,1,1,105,131,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.91
503,normal,0,2,93,1.0,30786,2303,1,3223.959664351852,4.7,1,0,0,55,55,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.318
504,normal,0,1,0,0.0,1061,5001,0,4120.404652777778,18.04,0,1,1,101,137,17,5.88,0.0,0.0,0.0,0.0,5.88,5.88,0.0,1,0,0,0,0,1,1,0,0,0,0.0
505,normal,0,1,0,0.0,3,0,0,2053.469594907408,118.19,1,0,0,80,80,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.494
506,normal,0,1,0,0.0,82,208,0,2278.426701388889,0.28,1,0,0,103,103,17,0.0,0.0,0.0,0.0,0.0,5.88,0.0,5.88,0,0,0,0,0,1,0,1,0,0,-0.103
507,normal,0,1,0,0.0,616,1790,0,2998.338414351852,98.71,1,0,1,65,103,10,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0,0,0,0,0,2,0,2,0,0,0.586
508,normal,0,1,0,0.0,50,3,0,2080.764571759259,0.34,0,0,1,87,121,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.511
509,normal,0,1,0,0.0,412,787,0,3723.4736805555553,11.82,0,0,1,98,133,19,0.0,5.26,0.0,0.0,0.0,5.26,5.26,0.0,0,1,0,0,0,1,1,0,1,0,-0.643
510,normal,0,1,0,0.0,393,336,0,3713.928020833333,23.62,0,1,1,91,142,23,4.35,0.0,0.0,0.0,0.0,8.7,4.35,4.35,1,0,0,0,0,2,1,1,0,0,0.781
511,normal,0,1,0,0.0,161,153,0,4774.066157407407,0.42,1,0,0,81,81,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.599
512,normal,0,1,0,0.0,1346,29,0,4551.227951388889,267.71,1,0,1,84,89,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.273
513,normal,0,1,0,0.0,931,588,0,2443.185046296296,2.7,1,0,0,78,78,14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0,0,0,0,0,1,0,1,0,0,0.0
514,normal,0,1,0,0.0,3,59,0,3735.9796527777776,0.69,1,0,1,79,86,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.505
515,normal,0,2,1,1.0,255,1350,0,2004.2762384259256,0.57,1,0,0,97,96,21,4.76,4.76,0.0,0.0,0.0,23.81,9.52,14.29,1,1,0,0,0,5,2,3,1,0,0.103
516,normal,0,1,0,0.0,1224,1428,0,3656.722997685185,19.5,1,0,0,105,100,25,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1,0,0,0,0,1,1,0,0,0,0.34
517,normal,0,1,0,0.0,3576,1450,0,3215.114849537037,4.02,0,0,1,113,132,32,0.0,0.0,0.0,3.12,0.0,6.25,3.12,3.12,0,0,0,1,0,2,1,1,0,0,0.637
518,normal,0,1,0,0.0,516,493,0,4111.287916666667,4.41,1,0,0,81,81,21,0.0,4.76,0.0,0.0,0.0,9.52,4.76,4.76,0,1,0,0,0,2,1,1,1,0,0.0
519,normal,0,2,10,1.0,2084,1284,0,4647.241319444444,3.44,1,1,0,106,116,23,0.0,0.0,0.0,0.0,0.0,4.35,0.0,4.35,0,0,0,0,0,1,0,1,0,0,0.0
520,normal,0,1,0,0.0,80,8,0,4548.247673611111,0.58,1,0,0,99,99,20,0.0,15.0,0.0,5.0,0.0,20.0,20.0,0.0,0,3,0,1,0,4,4,0,1,0,0.923
521,normal,0,1,0,0.0,321,1055,0,3253.461770833333,0.26,1,1,1,49,80,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
522,normal,0,2,2,1.0,788,149,0,4039.781087962963,0.72,1,0,0,95,95,21,0.0,0.0,0.0,0.0,4.76,9.52,4.76,4.76,0,0,0,0,1,2,1,1,0,0,0.771
523,normal,0,1,0,0.0,6368,5769,0,2452.0831828703704,20.43,1,0,0,116,116,14,0.0,0.0,0.0,7.14,0.0,14.29,7.14,7.14,0,0,0,1,0,2,1,1,0,0,0.34
524,normal,0,1,0,0.0,14641,5596,0,4025.676643518519,8.21,0,0,0,105,105,23,0.0,0.0,0.0,0.0,4.35,13.04,4.35,8.7,0,0,0,0,1,3,1,2,0,0,0.01
525,normal,0,1,0,0.0,302,451,0,4331.302384259259,0.72,1,1,1,42,98,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.66
526,normal,0,1,0,0.0,18344,21112,0,2850.4553240740743,230.46,1,0,1,67,91,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.273
527,normal,0,1,0,0.0,32,185,0,2687.731412037037,1.66,1,0,0,70,69,17,0.0,0.0,0.0,0.0,0.0,5.88,0.0,5.88,0,0,0,0,0,1,0,1,0,0,0.625
528,normal,0,2,1,1.0,4838,381,0,4105.648738425926,1.75,1,1,1,62,95,11,0.0,9.09,0.0,0.0,0.0,9.09,9.09,0.0,0,1,0,0,0,1,1,0,1,1,0.856
529,normal,0,6,36,1.67,104560,2045,1,4535.32417824074,4.1,1,1,0,67,92,18,5.56,0.0,0.0,0.0,0.0,5.56,5.56,0.0,1,0,0,0,0,1,1,0,0,0,0.608
530,normal,0,1,0,0.0,223,376,0,3657.363298611111,0.2,0,0,0,139,139,30,0.0,3.33,0.0,0.0,0.0,3.33,3.33,0.0,0,1,0,0,0,1,1,0,1,0,0.869
531,normal,0,1,0,0.0,271,0,0,3103.267638888889,251.45,1,0,1,101,103,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.637
532,normal,0,1,0,0.0,40,54,0,2110.337928240741,0.13,1,0,0,93,93,15,0.0,6.67,0.0,0.0,0.0,13.33,6.67,6.67,0,1,0,0,0,2,1,1,1,0,0.382
533,normal,0,1,0,0.0,2224,942,0,4753.975462962963,6.4,1,1,1,77,99,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
534,normal,0,1,0,0.0,780,716,0,4834.451423611111,65.45,1,0,0,119,119,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.077
535,normal,0,1,0,0.0,117,2,0,2019.5842708333328,83.27,1,0,1,84,104,14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0,0,0,0,0,1,0,1,0,0,0.637
536,normal,0,1,0,0.0,4,5,0,1985.761087962963,0.71,1,0,0,92,92,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
537,normal,0,1,0,0.0,11486,5800,1,4147.463576388889,10.9,1,0,0,105,104,24,4.17,0.0,8.33,4.17,0.0,16.67,16.67,0.0,1,0,2,1,0,4,4,0,0,0,0.101
538,normal,0,1,0,0.0,1873,606,0,3354.083055555556,0.76,1,1,1,73,143,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.474
539,normal,0,1,0,0.0,882,143,0,2139.428078703704,2.09,0,0,1,115,120,29,0.0,3.45,0.0,3.45,0.0,10.34,6.9,3.45,0,1,0,1,0,3,2,1,1,0,0.34
540,normal,0,1,0,0.0,1827,874,0,3775.746805555556,17.49,1,0,0,110,109,26,3.85,0.0,0.0,0.0,0.0,11.54,3.85,7.69,1,0,0,0,0,3,1,2,0,0,0.186
541,normal,0,1,0,0.0,16,18,0,2127.9870601851853,141.02,1,0,0,81,81,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.557
542,normal,0,1,0,0.0,8602,0,0,3092.849201388889,11.48,0,0,0,100,100,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.273
543,normal,0,1,0,0.0,806,42,0,2004.3605439814812,109.25,1,0,0,108,108,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
544,normal,0,1,0,0.0,6439,454,1,3810.8472916666665,12.43,1,0,0,90,88,23,4.35,0.0,8.7,0.0,0.0,17.39,13.04,4.35,1,0,2,0,0,4,3,1,0,0,0.509
545,normal,0,1,0,0.0,23484,24658,0,5186.810555555556,5.5,1,0,1,86,113,17,0.0,5.88,0.0,0.0,0.0,11.76,5.88,5.88,0,1,0,0,0,2,1,1,1,0,0.66
546,normal,0,1,0,0.0,7709,438,0,3236.355648148148,4.57,0,0,0,140,140,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.478
547,normal,0,1,0,0.0,519,1759,0,2569.9153009259257,1.67,1,1,0,90,98,17,5.88,0.0,0.0,0.0,0.0,5.88,5.88,0.0,1,0,0,0,0,1,1,0,0,0,0.0
548,normal,0,1,0,0.0,161,365,0,4645.127175925926,0.32,0,0,1,101,119,22,4.55,0.0,0.0,0.0,0.0,13.64,4.55,9.09,1,0,0,0,0,3,1,2,0,0,0.128
549,normal,0,2,0,1.0,443312,421531,0,4376.536203703704,52.75,1,0,1,108,118,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.382
550,normal,0,3,23,1.33,1389,4466,0,3881.6027314814814,3.2,1,0,0,94,94,21,4.76,0.0,0.0,0.0,0.0,4.76,4.76,0.0,1,0,0,0,0,1,1,0,0,0,0.778
551,normal,0,1,0,0.0,543,15,0,3852.0650810185184,53.06,1,0,0,83,83,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.357
552,normal,0,3,0,1.33,36876,34789,0,2349.409317129629,150.42,1,0,1,87,106,17,0.0,5.88,0.0,0.0,0.0,11.76,5.88,5.88,0,1,0,0,0,2,1,1,1,0,0.511
553,normal,0,1,0,0.0,4008,0,0,2002.2201041666667,10.1,1,0,0,100,100,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
554,normal,0,1,0,0.0,3745,3530,0,2422.5406944444444,11.18,1,1,0,77,113,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.932
555,normal,0,1,0,0.0,687,1113,0,3767.890439814815,2.55,1,0,0,82,82,19,0.0,5.26,0.0,0.0,0.0,5.26,5.26,0.0,0,1,0,0,0,1,1,0,1,0,-0.417
556,normal,0,1,0,0.0,1343,1467,0,3039.019097222222,3.22,1,0,0,91,91,23,4.35,8.7,0.0,0.0,0.0,13.04,13.04,0.0,1,2,0,0,0,3,3,0,1,0,0.679
557,normal,0,1,0,0.0,1011,3253,0,3831.8075694444447,39.17,1,0,0,84,84,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.4
558,normal,0,1,0,0.0,19,88,0,2179.8314814814817,0.35,1,1,0,45,54,8,12.5,0.0,0.0,0.0,0.0,12.5,12.5,0.0,1,0,0,0,0,1,1,0,0,0,0.0
559,normal,0,1,0,0.0,352,575,0,4470.127384259259,1.45,1,0,0,116,115,22,0.0,0.0,0.0,0.0,0.0,4.55,0.0,4.55,0,0,0,0,0,1,0,1,0,0,0.859
560,normal,0,1,0,0.0,7,0,0,1983.0177546296295,141.72,0,0,0,128,128,31,0.0,0.0,3.23,0.0,3.23,12.9,6.45,6.45,0,0,1,0,1,4,2,2,0,0,-0.785
561,normal,0,1,0,0.0,247,532,0,3577.3253935185185,0.52,1,0,0,95,95,22,0.0,0.0,0.0,9.09,0.0,9.09,9.09,0.0,0,0,0,2,0,2,2,0,0,0,0.471
562,normal,0,1,0,0.0,2481,4126,0,3638.3223842592593,9.62,0,0,0,135,135,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.765
563,normal,0,1,0,0.0,133,314,0,2758.799016203704,2.74,1,0,0,105,105,23,4.35,4.35,0.0,0.0,0.0,17.39,8.7,8.7,1,1,0,0,0,4,2,2,1,0,0.785
564,normal,0,2,0,1.0,4861,3040,0,3731.146319444445,81.04,1,0,0,79,79,14,0.0,0.0,14.29,0.0,0.0,14.29,14.29,0.0,0,0,2,0,0,2,2,0,0,0,0.338
565,normal,0,1,0,0.0,51,61,0,1936.157546296296,0.06,1,0,1,113,141,23,8.7,0.0,0.0,0.0,0.0,8.7,8.7,0.0,2,0,0,0,0,2,2,0,0,0,0.572
566,normal,0,1,0,0.0,3076,3121,0,4744.427349537037,46.43,1,0,1,60,90,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.402
567,normal,0,1,0,0.0,464,1009,0,1990.3942708333332,3.35,1,0,1,48,78,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.477
568,normal,0,1,0,0.0,19,107,0,2672.1344097222222,0.13,1,1,1,43,62,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
569,normal,0,1,0,0.0,90,373,0,4395.654814814815,1.02,1,0,0,96,96,22,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,0,0,0,0,0,2,0,2,0,0,0.554
570,normal,0,1,0,0.0,2726,2719,0,2185.0290625,1.04,1,0,1,134,142,27,0.0,0.0,0.0,11.11,0.0,11.11,11.11,0.0,0,0,0,3,0,3,3,0,0,0,0.0
571,normal,0,1,0,0.0,4952,0,0,4599.972939814815,1.05,1,0,1,124,138,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.494
572,normal,0,1,0,0.0,107,372,0,3740.260439814815,1.15,1,0,0,86,85,17,11.76,0.0,0.0,0.0,5.88,17.65,17.65,0.0,2,0,0,0,1,3,3,0,0,0,0.0
573,normal,0,1,0,0.0,347,500,0,1975.696898148148,0.64,0,0,1,116,125,31,0.0,0.0,0.0,0.0,6.45,9.68,6.45,3.23,0,0,0,0,2,3,2,1,0,0,0.316
574,normal,0,2,12,1.0,1324,481,0,3021.428796296296,2.77,1,1,0,70,82,15,6.67,0.0,0.0,0.0,0.0,13.33,6.67,6.67,1,0,0,0,0,2,1,1,0,0,0.0
575,normal,0,1,0,0.0,5691,1066,1,4157.231909722223,2.04,1,1,1,70,136,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.34
576,normal,0,1,0,0.0,699,210,0,4636.9705208333335,33.23,0,0,0,125,125,25,0.0,0.0,16.0,0.0,0.0,20.0,16.0,4.0,0,0,4,0,0,5,4,1,0,0,0.606
577,normal,0,1,0,0.0,2636,782,0,3277.181226851852,2.18,1,1,0,53,68,12,0.0,8.33,0.0,0.0,0.0,16.67,8.33,8.33,0,1,0,0,0,2,1,1,1,1,0.504
578,normal,0,1,0,0.0,288,2692,0,2113.863865740741,2.43,1,0,1,112,117,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
579,normal,0,2,0,1.0,17743,6579,0,3881.5276388888888,17.61,0,0,0,113,113,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.477
580,normal,0,1,0,0.0,3730,4775,0,2039.518587962963,5.88,1,0,1,68,98,13,7.69,0.0,0.0,0.0,0.0,15.38,7.69,7.69,1,0,0,0,0,2,1,1,0,0,0.226
581,normal,0,1,0,0.0,2713,2626,0,4649.666643518519,5.34,1,1,0,87,95,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
582,normal,0,1,0,0.0,418,55,0,3692.121215277778,42.88,0,0,0,118,117,28,3.57,0.0,0.0,0.0,0.0,3.57,3.57,0.0,1,0,0,0,0,1,1,0,0,0,0.599
583,normal,0,1,0,0.0,246,5,0,2141.013993055556,0.9,1,0,0,124,122,28,0.0,3.57,0.0,3.57,0.0,14.29,7.14,7.14,0,1,0,1,0,4,2,2,1,0,0.763
584,normal,0,1,0,0.0,194,118,0,2091.2622453703702,0.04,1,0,1,108,119,22,0.0,9.09,0.0,4.55,0.0,13.64,13.64,0.0,0,2,0,1,0,3,3,0,1,0,0.0
585,normal,0,1,0,0.0,1088,3699,0,4811.206342592593,31.73,1,0,0,121,121,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.477
586,normal,0,1,0,0.0,890,915,0,4328.156875,0.94,1,0,1,54,76,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
587,normal,0,1,0,0.0,672,689,0,3745.1419328703705,2.19,1,0,1,94,101,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.224
588,normal,0,1,0,0.0,17,48,0,2662.92287037037,0.54,0,0,0,104,104,19,0.0,5.26,0.0,0.0,0.0,10.53,5.26,5.26,0,1,0,0,0,2,1,1,1,0,0.923
589,normal,0,1,0,0.0,218006,36,1,2547.424606481481,37.17,1,0,0,60,60,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.34
590,normal,0,4,9,1.5,3783,192,0,5091.121145833334,1.19,1,1,0,127,139,23,0.0,0.0,0.0,4.35,0.0,8.7,4.35,4.35,0,0,0,1,0,2,1,1,0,0,0.699
591,normal,0,1,0,0.0,2661,495,0,4919.2494212962965,11.6,1,1,0,124,135,28,0.0,10.71,0.0,0.0,3.57,14.29,14.29,0.0,0,3,0,0,1,4,4,0,1,1,0.571
592,normal,0,1,0,0.0,35,38,0,4329.080104166666,0.52,1,0,0,112,112,25,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0,1,0,0,0,1,1,0,1,0,0.494
593,normal,0,1,0,0.0,4612,238,0,2299.0656944444445,26.53,1,0,1,86,96,23,0.0,0.0,0.0,0.0,0.0,4.35,0.0,4.35,0,0,0,0,0,1,0,1,0,0,-0.226
594,normal,0,1,0,0.0,135,93,0,3408.3204976851853,8.72,1,0,1,61,88,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.527
595,normal,0,1,0,0.0,43748,44104,0,3953.2625925925927,67.72,1,0,1,77,89,14,0.0,7.14,7.14,0.0,0.0,14.29,14.29,0.0,0,1,1,0,0,2,2,0,1,0,0.587
596,normal,0,1,0,0.0,368,810,0,2917.646585648148,16.61,0,0,0,102,101,27,11.11,0.0,0.0,0.0,0.0,18.52,11.11,7.41,3,0,0,0,0,5,3,2,0,0,0.0
597,normal,0,3,90,1.33,2044,3236,0,4854.757384259259,7.7,1,1,1,62,111,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
598,normal,0,1,0,0.0,1044,752,0,4352.888518518518,33.68,0,0,0,137,137,25,4.0,4.0,0.0,0.0,0.0,16.0,8.0,8.0,1,1,0,0,0,4,2,2,1,0,0.262
599,normal,0,2,97,1.0,2843,756,0,4248.388333333333,1.69,1,1,1,69,89,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.709
600,normal,0,1,0,0.0,950,152,0,5272.060358796296,1.68,1,0,1,76,106,17,0.0,0.0,0.0,0.0,0.0,5.88,0.0,5.88,0,0,0,0,0,1,0,1,0,0,0.0
601,normal,0,1,0,0.0,500,306,0,4215.865810185185,14.57,1,1,0,115,138,29,6.9,0.0,3.45,0.0,0.0,13.79,10.34,3.45,2,0,1,0,0,4,3,1,0,0,0.483
602,normal,0,1,0,0.0,82521,41707,0,4975.396770833333,34.96,1,0,1,47,57,8,0.0,12.5,0.0,0.0,0.0,12.5,12.5,0.0,0,1,0,0,0,1,1,0,1,0,0.475
603,normal,0,1,0,0.0,3,1,0,1979.9134375,0.01,1,1,0,64,79,12,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,0,0,0,0,0,2,0,2,0,0,0.0
604,normal,0,1,0,0.0,81,43,0,2015.3029282407408,48.29,1,0,1,64,108,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
605,normal,0,1,0,0.0,111,729,0,2793.945763888889,2.49,0,0,0,116,114,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.723
606,normal,0,1,0,0.0,4758,636,0,5220.816215277778,42.29,1,1,1,81,115,20,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0,0,0,1,0,1,1,0,0,0,0.625
607,normal,0,1,0,0.0,526,4698,0,2534.109699074074,70.96,1,1,1,65,119,16,6.25,0.0,0.0,0.0,0.0,6.25,6.25,0.0,1,0,0,0,0,1,1,0,0,0,0.226
608,normal,0,1,0,0.0,268,78,0,3067.281377314815,378.42,0,0,0,110,110,25,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0,0,0,0,0,1,0,1,0,0,0.118
609,normal,0,1,0,0.0,71947,3672,1,5112.100046296297,43.81,0,0,1,121,128,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.318
610,normal,0,1,0,0.0,169,143,0,1968.255324074074,0.3,1,1,0,103,110,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.868
611,normal,0,1,0,0.0,458,414,0,3991.014212962963,1.54,0,0,0,105,104,24,12.5,0.0,0.0,0.0,0.0,16.67,12.5,4.17,3,0,0,0,0,4,3,1,0,0,-0.625
612,normal,0,1,0,0.0,12480,13313,0,3248.6637731481483,19.06,1,1,0,81,115,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.764
613,normal,0,1,0,0.0,564,501,0,4613.65943287037,3.29,1,1,1,54,95,13,7.69,0.0,0.0,0.0,0.0,7.69,7.69,0.0,1,0,0,0,0,1,1,0,0,0,0.79
614,normal,0,1,0,0.0,847,1455,0,3531.868506944445,1.64,1,0,0,82,82,14,0.0,0.0,0.0,0.0,7.14,7.14,7.14,0.0,0,0,0,0,1,1,1,0,0,0,-0.681
615,normal,0,25,22,2.36,6095248,244,1,4903.609791666667,213.51,1,1,1,69,91,11,0.0,0.0,0.0,0.0,9.09,9.09,9.09,0.0,0,0,0,0,1,1,1,0,0,0,0.0
616,normal,0,2,0,1.0,128,226,0,1974.0792361111112,0.21,1,1,1,88,140,18,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,0,0,0,0,0,3,0,3,0,0,0.596
617,normal,0,1,0,0.0,1070,1524,0,2660.602037037037,1.71,1,1,0,107,141,18,0.0,0.0,5.56,5.56,0.0,11.11,11.11,0.0,0,0,1,1,0,2,2,0,0,0,0.0
618,normal,0,1,0,0.0,64,20,0,4565.054652777778,0.34,1,1,0,68,81,14,0.0,0.0,0.0,7.14,0.0,14.29,7.14,7.14,0,0,0,1,0,2,1,1,0,0,-0.758
619,normal,0,1,0,0.0,565,616,0,4788.198171296296,130.94,1,0,1,103,116,28,3.57,0.0,0.0,0.0,0.0,21.43,3.57,17.86,1,0,0,0,0,6,1,5,0,0,0.0
620,normal,0,1,0,0.0,129,1000,0,1948.5040625,6.88,1,0,0,80,80,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
621,normal,0,1,0,0.0,1640,952,0,4934.194108796296,0.9,1,1,0,61,75,10,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0,1,0,0,0,1,1,0,1,1,-0.382
